Attack ID,Attack Date,Attack Time,Country / Territory,Certainty Level,Attack Type,Total Injured,Total Death,HC Facilities,HC Transport,HC Personnel,HC Supplies Assets,HC Warehouse Storage,HC Patients,HC Other,Type of Facility,Facility Other,HW Abduction,HW Arrest,HW Detention,Patient Abduction,Patient Arrest,Patient Detention
oPt001606,4/12/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001605,4/12/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001561,4/12/2019,12:30,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001559,4/12/2019,12:30,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport",0,0,YES,NO,NO,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
DRC001562,4/12/2019,11:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY001542,4/12/2019,11:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,YES,NO,NO,NO,NO,,Other,Civilian ambulance,0,0,0,0,0,0
DRC001563,4/12/2019,10:30,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,YES,YES,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
DRC001533,4/11/2019,15:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001534,4/11/2019,15:00,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001594,4/11/2019,14:40,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,4,0,0,0
LBY001527,4/11/2019,12:30,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,YES,NO,NO,NO,NO,,Other,Ambulances,0,0,0,0,0,0
LBY001532,4/11/2019,10:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,NO,NO,YES,NO,NO,NO,,Other,Civilian ambulance ,0,0,0,0,0,0
AFG001879,4/11/2019,09:25,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG001878,4/11/2019,09:15,Afghanistan,Confirmed, Assault (without weapons),2,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001538,4/10/2019,12:30,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,YES,YES,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
DRC001537,4/10/2019,12:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001535,4/10/2019,12:00,Democratic Republic of the Congo,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
DRC001536,4/10/2019,10:00,Democratic Republic of the Congo,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
LBY001525,4/9/2019,14:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,YES,YES,NO,NO,NO,,Other,Ambulance,0,0,0,0,0,0
DRC001540,4/8/2019,20:30,Democratic Republic of the Congo,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Psychological violence/threat of violence/intimidation",1,0,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
DRC001539,4/8/2019,18:00,Democratic Republic of the Congo,Confirmed, Setting fire,0,0,YES,NO,NO,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
AFG001593,4/8/2019,14:40,Afghanistan,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG001591,4/8/2019,14:30,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001590,4/8/2019,14:25,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
DRC001541,4/7/2019,14:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY001523,4/7/2019,08:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR001526,4/7/2019,07:40,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",15,5,YES,YES,YES,YES,NO,YES,,Secondary,,0,0,0,0,0,0
MLI001565,4/7/2019,02:00,Mali,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG001589,4/6/2019,14:20,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY001521,4/6/2019,13:00,Libya,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001545,4/6/2019,07:30,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,NO,,Other,Poste de Santé,0,0,0,0,0,0
DRC001546,4/5/2019,23:00,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,YES,NO,,Other,Poste de Santé,0,0,0,0,0,0
oPt001517,4/5/2019,18:13,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt001518,4/5/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001548,4/5/2019,12:30,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Setting fire, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001547,4/4/2019,23:30,Democratic Republic of the Congo,Confirmed," Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,YES,NO,NO,,,,0,0,0,0,0,0
AFG001587,4/4/2019,14:10,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001552,4/3/2019,16:00,Democratic Republic of the Congo,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
DRC001550,4/3/2019,15:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Setting fire",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
YEM001496,4/3/2019,12:00,Yemen,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,NO,NO,NO,YES,,Tertiary,,0,0,0,1,0,0
DRC001553,4/3/2019,11:00,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001549,4/3/2019,05:00,Democratic Republic of the Congo,Confirmed, Setting fire,0,0,YES,NO,NO,NO,NO,NO,,Other,Poste de Santé,0,0,0,0,0,0
DRC001551,4/3/2019,03:00,Democratic Republic of the Congo,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001592,4/2/2019,14:40,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001813,4/2/2019,13:45,occupied Palestinian territories,Confirmed," Assault (without weapons), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
CAF001486,4/1/2019,14:30,Central African Republic,Confirmed," Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,YES,NO,YES,NO,NO,YES,,Primary,,0,0,0,0,0,0
AFG001586,4/1/2019,14:10,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,4,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001492,4/1/2019,13:50,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,YES,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
oPt001814,4/1/2019,11:45,occupied Palestinian territories,Confirmed, Assault (without weapons),2,0,NO,NO,YES,YES,NO,NO,,,,0,0,0,0,0,0
DRC001493,4/1/2019,10:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY001619,4/1/2019,02:00,Libya,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons)",0,0,NO,NO,YES,NO,NO,NO,,Secondary,,0,0,1,0,0,0
LBY001519,3/31/2019,22:25,Libya,Confirmed, Assault (without weapons),0,0,NO,NO,YES,NO,NO,YES,,Secondary,,0,0,0,0,0,0
DRC001490,3/31/2019,14:30,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
AFG001588,3/31/2019,14:15,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
DRC001491,3/30/2019,22:00,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,YES,YES,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
DRC001489,3/30/2019,17:30,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt001516,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt001515,3/30/2019,Time Unknown,occupied Palestinian territories,Probable," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001514,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001512,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt001513,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001511,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt001510,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001505,3/30/2019,15:00,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001504,3/30/2019,14:20,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",3,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001585,3/30/2019,14:05,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
oPt001507,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001508,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt001506,3/30/2019,Time Unknown,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY001520,3/30/2019,11:30,Libya,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,Secondary,,0,0,2,0,0,0
DRC001488,3/30/2019,10:30,Democratic Republic of the Congo,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,YES,NO,NO,NO,NO,,Other,Centre de Santé,0,0,0,0,0,0
MLI001568,3/30/2019,06:00,Mali,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Setting fire, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,YES,YES,YES,NO,NO,,Primary,,3,0,0,0,0,0
